aerosol,year,month,day,hour,Temp(C),Prec(mm),Humidity(%),Dew_Point(C),Solar_Radiation(MJ/m2),Snowfall(cm),3hr_New_Snowfall(cm),Cloud_Cover(1/10),Middle_Low_Cloud_Cover(1/10),Lowest_Cloud_Height(100m),Visibility(10m),30cm_Ground_Temperature(C),power,d2m,t2m
32.0,2015,4,10,9,9.3,,84.0,6.7,1.14,,,0.0,0.0,,1500.0,11.9,4713600.0,277.5171,284.35748
42.0,2015,4,10,10,11.1,,72.0,6.2,1.76,,,0.0,0.0,,1500.0,11.8,7315200.0,277.28598,283.0591
43.0,2015,4,10,11,13.1,,69.0,7.5,2.16,,,3.0,0.0,,1500.0,11.7,9340800.0,277.05737,282.63586
49.0,2015,4,10,12,14.9,,64.0,8.1,2.56,,,3.0,0.0,,1500.0,11.8,10656000.0,276.93408,282.55606
42.0,2015,4,10,13,15.8,,62.0,8.5,2.69,,,0.0,0.0,,1200.0,11.9,11174400.0,276.9031,282.26437
45.0,2015,4,10,14,15.5,,68.0,9.6,2.54,,,0.0,0.0,,1100.0,12.1,10828800.0,277.001,281.41605
50.0,2015,4,10,15,15.5,,66.0,9.1,2.21,,,2.0,0.0,,1100.0,12.4,9628800.0,276.99295,281.13467
55.0,2015,4,10,16,14.8,,64.0,8.0,1.79,,,0.0,0.0,,1500.0,12.8,7526400.0,277.03073,280.98486
57.0,2015,4,10,17,13.3,,54.0,4.1,1.28,,,3.0,0.0,,1500.0,13.1,5395200.0,277.04562,280.49524
53.0,2015,4,10,18,12.1,,53.0,2.7,0.69,,,2.0,0.0,,1500.0,13.4,2966400.0,277.0927,280.36856
56.0,2015,4,10,19,10.8,,65.0,4.4,0.16,,,,,,1200.0,13.7,604800.0,277.2129,280.3899
73.0,2015,4,11,7,5.2,,94.0,4.3,0.08,,,0.0,0.0,,1800.0,12.4,211200.0,280.6501,286.8915
59.0,2015,4,11,8,7.6,,87.0,5.5,0.5,,,0.0,0.0,,1500.0,12.2,1843200.0,280.37686,285.92868
73.0,2015,4,11,9,9.6,,78.0,5.9,1.16,,,0.0,0.0,,1500.0,12.0,4492800.0,280.6092,285.68692
78.0,2015,4,11,10,12.2,,64.0,5.5,1.73,,,0.0,0.0,,1500.0,11.9,7094400.0,281.03296,284.13824
61.0,2015,4,11,11,14.3,,60.0,6.6,2.25,,,0.0,0.0,,1500.0,11.8,9216000.0,280.4444,285.1309
58.0,2015,4,11,12,16.7,,57.0,8.1,2.6,,,0.0,0.0,,1200.0,11.9,10473600.0,280.95612,284.07004
53.0,2015,4,11,13,17.7,,54.0,8.2,2.72,,,0.0,0.0,,1500.0,12.0,10771200.0,280.86505,283.84348
47.0,2015,4,11,14,17.2,,57.0,8.5,2.56,,,0.0,0.0,,1200.0,12.3,10233600.0,280.72382,283.511
41.0,2015,4,11,15,18.9,,62.0,11.4,2.21,,,0.0,0.0,,1700.0,12.6,8947200.0,280.21146,283.3922
44.0,2015,4,11,16,17.5,,51.0,7.2,1.77,,,0.0,0.0,,1500.0,13.0,7209600.0,280.00018,283.36725
45.0,2015,4,11,17,17.0,,60.0,9.1,1.2,,,0.0,0.0,,1700.0,13.3,4675200.0,279.53738,283.04327
61.0,2015,4,11,18,16.0,,66.0,9.6,0.58,,,1.0,1.0,10.0,1800.0,13.7,2188800.0,279.2177,283.05545
56.0,2015,4,11,19,14.2,,76.0,10.0,0.13,,,,,,1100.0,14.0,422400.0,279.01077,283.01282
40.0,2015,4,12,7,10.7,,71.0,5.6,0.05,,,8.0,0.0,,1500.0,13.1,134400.0,277.63107,287.35434
38.0,2015,4,12,8,11.2,,70.0,5.9,0.3,,,8.0,0.0,,1500.0,13.0,1468800.0,277.92163,286.56934
41.0,2015,4,12,9,13.5,,41.0,0.4,0.87,,,7.0,0.0,,2000.0,12.8,3811200.0,278.91724,285.76608
42.0,2015,4,12,10,15.2,,40.0,1.6,1.32,,,9.0,0.0,,2000.0,12.8,5299200.0,280.10056,285.01944
46.0,2015,4,12,11,16.4,,40.0,2.7,1.49,,,9.0,0.0,,2000.0,12.7,6086400.0,280.48096,284.78195
40.0,2015,4,12,12,18.0,,36.0,2.6,1.49,,,7.0,0.0,,2000.0,12.8,6979200.0,280.75168,284.66257
30.0,2015,4,12,13,18.7,,24.0,-2.3,2.08,,,9.0,3.0,10.0,2000.0,12.8,8188800.0,280.7777,284.63455
28.0,2015,4,12,14,18.0,,24.0,-2.9,1.08,,,9.0,4.0,10.0,2000.0,13.0,4166400.0,280.83655,284.18817
30.0,2015,4,12,15,17.6,,27.0,-1.6,0.84,,,10.0,6.0,10.0,2000.0,13.2,3302400.0,280.7275,284.1833
31.0,2015,4,12,16,16.9,,28.0,-1.7,0.26,,,10.0,4.0,10.0,2000.0,13.4,1075200.0,280.53607,284.0731
22.0,2015,4,12,17,16.6,,32.0,-0.1,0.19,,,10.0,4.0,10.0,2000.0,13.5,729600.0,280.51874,283.89282
22.0,2015,4,12,18,16.3,,34.0,0.3,0.2,,,10.0,6.0,10.0,2000.0,13.6,451200.0,280.4035,283.78503
24.0,2015,4,12,19,14.4,,52.0,4.6,0.01,,,,,,2000.0,13.6,9600.0,280.40475,283.68942
6.0,2015,4,13,7,10.0,0.0,100.0,9.9,0.03,,,9.0,9.0,10.0,1500.0,12.8,48000.0,281.4716,286.2831
5.0,2015,4,13,8,10.7,0.1,100.0,10.6,0.28,,,9.0,9.0,10.0,1300.0,12.7,950400.0,281.68594,285.66013
5.0,2015,4,13,9,11.8,,93.0,10.6,0.69,,,9.0,9.0,10.0,1800.0,12.6,2544000.0,282.06943,285.0286
4.0,2015,4,13,10,12.9,,87.0,10.7,0.98,,,9.0,9.0,10.0,2000.0,12.6,4416000.0,282.22803,284.3185
11.0,2015,4,13,11,12.9,,91.0,11.4,0.82,,,10.0,7.0,10.0,1800.0,12.6,3283200.0,282.26398,284.24908
7.0,2015,4,13,12,12.6,,88.0,10.6,0.58,,,10.0,6.0,10.0,1800.0,12.7,3350400.0,282.23856,284.204
7.0,2015,4,13,13,12.8,,86.0,10.5,0.9,,,10.0,6.0,10.0,2000.0,12.7,4905600.0,281.99014,284.15286
8.0,2015,4,13,14,12.1,,93.0,10.9,0.6,,,10.0,6.0,10.0,2000.0,12.8,2947200.0,281.69275,283.32278
9.0,2015,4,13,15,12.2,,90.0,10.6,0.58,,,10.0,6.0,10.0,2000.0,13.0,2246400.0,281.1643,282.82526
19.0,2015,4,13,16,11.7,0.3,98.0,11.3,0.21,,,10.0,6.0,8.0,1200.0,13.1,758400.0,280.0355,282.66327
12.0,2015,4,13,17,11.0,0.0,99.0,10.8,0.27,,,10.0,6.0,10.0,1500.0,13.1,1228800.0,278.0276,282.10846
9.0,2015,4,13,18,10.6,,100.0,10.5,0.06,,,10.0,6.0,10.0,1500.0,13.2,249600.0,278.71155,281.779
10.0,2015,4,13,19,10.3,0.0,100.0,10.2,0.02,,,10.0,6.0,8.0,1200.0,13.2,48000.0,278.97607,281.50006
14.0,2015,4,14,7,6.9,,100.0,6.8,0.09,,,7.0,7.0,10.0,2000.0,12.4,268800.0,277.5784,283.4866
12.0,2015,4,14,8,8.0,,100.0,7.9,0.34,,,7.0,7.0,10.0,2000.0,12.3,1920000.0,277.96252,282.99332
14.0,2015,4,14,9,9.2,,91.0,7.8,0.68,,,7.0,7.0,10.0,2000.0,12.2,3868800.0,278.0152,282.8618
15.0,2015,4,14,10,9.8,,82.0,6.8,1.43,,,7.0,7.0,10.0,2000.0,12.1,3676800.0,278.05917,282.0238
23.0,2015,4,14,11,10.3,,82.0,7.3,1.34,,,7.0,7.0,10.0,2000.0,12.1,5241600.0,278.3931,281.82346
17.0,2015,4,14,12,10.5,,74.0,6.0,1.57,,,7.0,7.0,10.0,1500.0,12.1,5654400.0,278.47363,281.79483
32.0,2015,4,14,13,10.1,,76.0,6.0,2.48,,,4.0,4.0,10.0,2000.0,12.2,11856000.0,278.40488,281.87338
28.0,2015,4,14,14,11.8,,63.0,4.9,2.79,,,4.0,4.0,10.0,2000.0,12.3,11222400.0,278.40427,281.6627
38.0,2015,4,14,15,12.0,,69.0,6.4,2.49,,,4.0,4.0,10.0,1800.0,12.5,10003200.0,278.39743,281.8204
21.0,2015,4,14,16,12.1,,70.0,6.7,1.96,,,5.0,5.0,10.0,1800.0,12.7,7353600.0,278.7549,281.75647
8.0,2015,4,14,17,12.4,,76.0,8.2,1.65,,,7.0,7.0,10.0,1800.0,13.0,4675200.0,279.01263,281.73636
13.0,2015,4,14,18,8.5,1.2,100.0,8.4,0.12,,,10.0,7.0,8.0,1500.0,13.3,1238400.0,278.94202,281.7333
8.0,2015,4,14,19,8.6,0.0,100.0,8.5,0.09,,,6.0,6.0,10.0,1500.0,13.5,182400.0,278.9414,281.79422
23.0,2015,4,15,7,7.8,,100.0,7.7,0.1,,,3.0,3.0,10.0,1800.0,12.8,268800.0,281.7634,286.50418
13.0,2015,4,15,8,9.1,,98.0,8.7,0.61,,,0.0,0.0,,2000.0,12.7,2035200.0,281.47653,285.8489
16.5,2015,4,15,9,10.4,,89.0,8.6,1.15,,,0.0,0.0,,2000.0,12.6,4617600.0,281.35202,285.77704
20.0,2015,4,15,10,11.9,,80.0,8.5,1.71,,,0.0,0.0,,2000.0,12.5,6979200.0,281.326,285.15463
25.0,2015,4,15,11,13.7,,72.0,8.7,2.17,,,0.0,0.0,,1500.0,12.4,8860800.0,281.39166,285.22833
33.0,2015,4,15,12,14.5,,76.0,10.3,2.48,,,0.0,0.0,,1200.0,12.5,9840000.0,281.4369,285.37024
40.0,2015,4,15,13,15.9,,73.0,11.0,2.58,,,0.0,0.0,,1200.0,12.6,10224000.0,281.43628,285.5572
59.0,2015,4,15,14,17.0,,71.0,11.6,2.42,,,0.0,0.0,,1200.0,12.8,9715200.0,281.41086,285.32944
76.0,2015,4,15,15,16.6,,70.0,11.0,2.09,,,4.0,0.0,,1200.0,13.1,8131200.0,281.73303,285.2862
83.0,2015,4,15,16,15.7,,73.0,10.8,1.31,,,7.0,0.0,,1200.0,13.4,5107200.0,282.2652,285.27585
79.0,2015,4,15,17,15.4,,67.0,9.2,1.06,,,6.0,0.0,,1200.0,13.7,3360000.0,282.58737,285.03223
77.0,2015,4,15,18,15.0,,69.0,9.3,0.63,,,3.0,3.0,35.0,1200.0,14.0,2380800.0,282.82837,285.11688
78.0,2015,4,15,19,13.7,,73.0,8.9,0.14,,,,,,1000.0,14.2,489600.0,282.9659,285.19543
62.0,2015,4,16,7,12.2,,100.0,12.1,0.12,,,6.0,0.0,,600.0,13.4,259200.0,280.92267,284.82214
73.0,2015,4,16,8,13.5,,100.0,13.4,0.61,,,7.0,7.0,40.0,1200.0,13.3,1862400.0,279.25983,283.46408
71.0,2015,4,16,9,15.2,,92.0,13.9,1.05,,,7.0,7.0,40.0,1200.0,13.2,3926400.0,278.21964,283.26797
70.0,2015,4,16,10,17.6,,79.0,13.9,1.71,,,7.0,4.0,10.0,1500.0,13.1,6403200.0,277.0834,282.80392
55.0,2015,4,16,11,19.1,,73.0,14.1,2.23,,,7.0,4.0,10.0,1500.0,13.1,8342400.0,277.50592,282.5774
59.0,2015,4,16,12,19.2,,65.0,12.4,1.33,,,10.0,5.0,10.0,2000.0,13.2,8688000.0,277.83118,282.30273
50.0,2015,4,16,13,17.3,,73.0,12.4,1.62,,,8.0,5.0,10.0,1500.0,13.4,2841600.0,278.09946,282.12125
64.0,2015,4,16,14,15.4,,83.0,12.5,2.32,,,10.0,5.0,10.0,1200.0,13.6,5424000.0,278.079,281.87827
108.0,2015,4,16,15,12.8,,84.0,10.1,0.58,,,10.0,5.0,10.0,1200.0,13.9,2179200.0,278.23636,281.86182
92.0,2015,4,16,16,11.7,0.0,86.0,9.4,0.32,,,10.0,6.0,8.0,1200.0,14.1,1872000.0,278.31256,282.1316
62.0,2015,4,16,17,9.4,0.9,97.0,8.9,0.11,,,10.0,6.0,8.0,1800.0,14.3,336000.0,278.06723,282.04025
48.0,2015,4,16,18,10.0,0.0,85.0,7.5,0.38,,,3.0,0.0,,2000.0,14.3,1113600.0,277.96933,281.9014
45.0,2015,4,16,19,9.2,,87.0,7.1,0.18,,,,,,2000.0,14.3,556800.0,277.77728,281.4678
71.0,2015,4,17,7,6.5,,100.0,6.4,0.14,,,0.0,0.0,,1800.0,12.8,307200.0,277.53442,286.55838
61.0,2015,4,17,8,8.8,,93.0,7.7,0.72,,,0.0,0.0,,1800.0,12.6,2448000.0,276.98367,286.09677
69.0,2015,4,17,9,10.8,,67.0,4.9,1.38,,,0.0,0.0,,2000.0,12.4,5548800.0,277.39627,285.90918
85.0,2015,4,17,10,13.1,,58.0,5.0,2.01,,,0.0,0.0,,2000.0,12.3,8006400.0,277.28043,284.38672
76.0,2015,4,17,11,13.2,,49.0,2.7,2.47,,,0.0,0.0,,2000.0,12.3,9753600.0,277.172,284.2789
66.0,2015,4,17,12,14.7,,49.0,4.0,2.75,,,1.0,0.0,,2000.0,12.3,10780800.0,276.9527,284.1845
59.0,2015,4,17,13,14.6,,48.0,3.6,2.84,,,3.0,0.0,,2000.0,12.5,11020800.0,276.92606,284.14798
47.0,2015,4,17,14,15.4,,37.0,0.7,2.66,,,6.0,0.0,,2000.0,12.8,10147200.0,277.04437,283.32767
39.0,2015,4,17,15,15.9,,45.0,3.9,2.04,,,8.0,0.0,,2000.0,13.1,7824000.0,277.26678,283.34167
45.0,2015,4,17,16,15.5,,51.0,5.3,1.61,,,6.0,0.0,,2000.0,13.4,6326400.0,277.85596,283.33072
51.0,2015,4,17,17,16.3,,41.0,3.0,1.42,,,3.0,0.0,,2000.0,13.7,5654400.0,278.23822,282.93973
63.0,2015,4,17,18,16.6,,21.0,-5.8,0.76,,,4.0,0.0,,2000.0,13.9,2755200.0,278.8243,283.16992
69.0,2015,4,17,19,15.0,,37.0,0.4,0.16,,,,,,2000.0,14.1,393600.0,279.10992,283.15652
35.0,2015,4,18,7,9.8,,60.0,2.3,0.08,,,6.0,6.0,40.0,2000.0,13.2,259200.0,282.5217,287.37198
41.0,2015,4,18,8,11.4,,58.0,3.4,0.46,,,5.0,5.0,36.0,2000.0,13.1,1516800.0,283.23416,287.13022
39.0,2015,4,18,9,13.7,,47.0,2.5,0.83,,,7.0,7.0,36.0,2000.0,12.9,3350400.0,284.17773,287.28857
29.0,2015,4,18,10,16.9,,46.0,5.1,1.72,,,8.0,8.0,36.0,2000.0,12.8,6912000.0,284.2564,286.78006
45.0,2015,4,18,11,18.8,,40.0,4.8,1.97,,,7.0,7.0,36.0,2000.0,12.8,8457600.0,284.69193,286.97797
29.0,2015,4,18,12,19.0,,39.0,4.7,1.02,,,10.0,3.0,10.0,2000.0,12.9,5366400.0,285.12872,287.21
42.0,2015,4,18,13,18.1,,36.0,2.7,1.19,,,10.0,3.0,10.0,2000.0,13.0,4060800.0,285.4261,287.28976
44.0,2015,4,18,14,15.9,,49.0,5.1,0.85,,,10.0,5.0,10.0,2000.0,13.2,3168000.0,286.07535,286.9987
35.0,2015,4,18,15,16.9,,47.0,5.5,0.8,,,10.0,6.0,10.0,2000.0,13.4,3398400.0,286.10632,286.8574
33.0,2015,4,18,16,16.6,,55.0,7.5,0.47,,,10.0,6.0,10.0,2000.0,13.5,1881600.0,286.21536,286.8367
42.0,2015,4,18,17,16.1,,64.0,9.2,0.44,,,10.0,6.0,10.0,2000.0,13.6,1180800.0,286.56604,287.02487
41.0,2015,4,18,18,15.4,,76.0,11.1,0.19,,,10.0,7.0,10.0,2000.0,13.7,384000.0,286.58337,287.1223
29.0,2015,4,18,19,15.4,,83.0,12.5,0.05,,,,,,2000.0,13.8,124800.0,286.4762,287.16495
14.0,2015,4,19,7,16.3,1.2,100.0,16.2,0.03,,,10.0,6.0,8.0,600.0,13.8,19200.0,286.09518,287.47125
14.0,2015,4,19,8,16.2,0.2,100.0,16.1,0.06,,,10.0,6.0,8.0,600.0,13.8,211200.0,285.97748,287.22888
11.5,2015,4,19,9,16.2,0.7,100.0,16.1,0.21,,,10.0,7.0,8.0,600.0,13.8,441600.0,285.92667,287.09308
9.0,2015,4,19,10,16.1,0.5,100.0,16.0,0.22,,,10.0,6.0,8.0,800.0,13.8,470400.0,285.86163,286.70087
6.5,2015,4,19,11,16.0,0.5,100.0,15.9,0.18,,,10.0,6.0,8.0,500.0,13.9,547200.0,285.9948,286.69052
4.0,2015,4,19,12,16.3,0.2,100.0,16.2,0.3,,,10.0,6.0,8.0,500.0,13.9,931200.0,285.93286,286.5401
3.0,2015,4,19,13,16.7,0.0,100.0,16.6,0.49,,,10.0,5.0,10.0,800.0,13.9,1507200.0,285.70303,286.22647
4.5,2015,4,19,14,16.6,,100.0,16.5,0.54,,,10.0,6.0,10.0,1800.0,14.0,2140800.0,285.33688,285.7539
6.0,2015,4,19,15,16.2,,100.0,16.1,0.41,,,10.0,5.0,10.0,500.0,14.0,1411200.0,285.18198,285.53467
12.0,2015,4,19,16,16.0,,100.0,15.9,0.26,,,10.0,5.0,10.0,300.0,14.1,960000.0,284.95337,285.28986
6.0,2015,4,19,17,15.7,,100.0,15.6,0.21,,,10.0,6.0,10.0,250.0,14.2,864000.0,284.62503,284.87878
11.0,2015,4,19,18,15.4,,100.0,15.3,0.2,,,10.0,6.0,10.0,350.0,14.3,480000.0,284.5383,284.80508
14.0,2015,4,19,19,15.6,,100.0,15.5,0.04,,,,,,290.0,14.3,67200.0,284.5358,284.76123
7.0,2015,4,20,8,11.0,,100.0,10.9,0.05,,,10.0,10.0,9.0,90.0,14.2,76800.0,283.7843,285.9305
9.0,2015,4,20,9,11.0,,100.0,10.9,0.13,,,10.0,10.0,6.0,60.0,14.2,278400.0,283.93115,285.92258
13.0,2015,4,20,10,10.8,,100.0,10.7,0.16,,,10.0,5.0,10.0,250.0,14.1,374400.0,284.0315,285.64185
9.0,2015,4,20,11,11.0,,100.0,10.9,0.28,,,10.0,6.0,10.0,700.0,14.1,729600.0,284.09717,285.58154
10.0,2015,4,20,12,11.6,,100.0,11.5,0.47,,,10.0,5.0,10.0,500.0,14.0,2054400.0,284.09717,285.44696
8.0,2015,4,20,13,11.9,,100.0,11.8,0.43,,,10.0,6.0,10.0,800.0,14.0,1555200.0,284.13745,285.48654
13.0,2015,4,20,14,12.9,,100.0,12.8,0.37,,,10.0,6.0,10.0,1100.0,14.0,1430400.0,283.91812,285.1857
5.0,2015,4,20,15,12.0,,100.0,11.9,0.21,,,10.0,7.0,10.0,1100.0,14.0,518400.0,283.65854,284.9823
6.0,2015,4,20,16,11.6,,100.0,11.5,0.15,,,10.0,6.0,10.0,1400.0,14.0,470400.0,283.29797,284.665
7.5,2015,4,20,17,12.8,,100.0,12.7,0.45,,,9.0,5.0,10.0,2000.0,14.0,835200.0,282.70447,284.15588
9.0,2015,4,20,18,12.8,,100.0,12.7,0.31,,,10.0,7.0,10.0,2000.0,14.0,720000.0,282.35504,283.7899
10.5,2015,4,20,19,12.6,,100.0,12.5,0.07,,,,,,1800.0,14.0,86400.0,282.18405,283.5944
14.0,2015,4,21,7,8.5,,100.0,8.4,0.14,,,1.0,0.0,,600.0,13.3,384000.0,280.48465,287.5961
15.0,2015,4,21,8,9.9,,100.0,9.8,0.65,,,0.0,0.0,,1300.0,13.1,2400000.0,280.1123,286.6272
20.0,2015,4,21,9,11.7,,93.0,10.5,1.31,,,0.0,0.0,,1800.0,13.0,5145600.0,279.8044,286.2204
17.0,2015,4,21,10,13.5,,86.0,11.1,1.92,,,0.0,0.0,,2000.0,12.9,7574400.0,278.9736,284.92505
31.0,2015,4,21,11,15.1,,81.0,11.8,2.42,,,0.0,0.0,,2000.0,12.9,9283200.0,279.0492,284.59863
31.0,2015,4,21,12,16.8,,70.0,11.2,2.74,,,0.0,0.0,,2000.0,12.9,10339200.0,279.36765,284.3203
38.0,2015,4,21,13,16.8,,57.0,8.2,2.91,,,0.0,0.0,,2000.0,13.1,10934400.0,279.2171,284.37332
41.0,2015,4,21,14,15.9,,74.0,11.2,2.81,,,0.0,0.0,,2000.0,13.4,11020800.0,279.0715,283.67844
47.0,2015,4,21,15,15.6,,55.0,6.5,2.5,,,4.0,0.0,,2000.0,13.8,9715200.0,278.7574,283.62
52.0,2015,4,21,16,15.7,,51.0,5.5,1.96,,,6.0,0.0,,2000.0,14.1,7526400.0,278.68552,283.88733
49.71428571428572,2015,4,21,17,14.3,,66.0,8.0,1.09,,,6.0,0.0,,2000.0,14.4,3916800.0,278.73758,283.539
47.42857142857144,2015,4,21,18,13.7,,74.0,9.1,0.64,,,5.0,0.0,,2000.0,14.7,2342400.0,279.02814,283.57492
45.142857142857146,2015,4,21,19,12.6,,85.0,10.1,0.18,,,,,,1800.0,14.9,595200.0,279.3379,283.6352
35.0,2015,4,22,7,7.8,,84.0,5.2,0.17,,,3.0,0.0,,1500.0,13.8,393600.0,280.6736,287.44812
30.0,2015,4,22,8,9.8,,67.0,3.9,0.57,,,6.0,0.0,,1800.0,13.7,2342400.0,281.5323,286.64667
54.0,2015,4,22,9,12.9,,61.0,5.5,1.22,,,0.0,0.0,,1800.0,13.5,4646400.0,281.68594,286.42502
46.0,2015,4,22,10,14.9,,40.0,1.4,1.91,,,0.0,0.0,,1800.0,13.3,7584000.0,282.00934,285.13882
64.0,2015,4,22,11,15.7,,42.0,2.8,2.37,,,0.0,0.0,,2000.0,13.3,9225600.0,282.2051,284.72653
56.0,2015,4,22,12,17.2,,40.0,3.4,2.61,,,0.0,0.0,,2000.0,13.4,10128000.0,282.06635,284.271
55.0,2015,4,22,13,17.6,,37.0,2.7,2.75,,,0.0,0.0,,2000.0,13.5,10761600.0,282.1215,284.15164
47.0,2015,4,22,14,17.6,,36.0,2.3,2.58,,,3.0,0.0,,2000.0,13.7,10156800.0,282.10226,283.73386
61.0,2015,4,22,15,16.7,,52.0,6.7,1.97,,,2.0,0.0,,1800.0,14.0,8064000.0,281.9759,283.35385
62.0,2015,4,22,16,15.9,,68.0,9.9,1.84,,,0.0,0.0,,1800.0,14.3,7584000.0,282.1952,283.61694
63.0,2015,4,22,17,15.5,,74.0,10.8,1.29,,,0.0,0.0,,1800.0,14.6,5059200.0,281.86932,282.9385
64.0,2015,4,22,18,14.6,,78.0,10.7,0.76,,,0.0,0.0,,1500.0,14.8,2620800.0,282.00873,282.87762
73.0,2015,4,22,19,13.3,,91.0,11.8,0.21,,,,,,1100.0,15.0,547200.0,281.84766,282.46167
71.0,2015,4,23,7,7.9,,100.0,7.8,0.18,,,7.0,0.0,,350.0,14.0,240000.0,280.20773,287.333
65.0,2015,4,23,8,9.2,,100.0,9.1,0.65,,,7.0,7.0,40.0,600.0,13.8,1920000.0,279.5944,287.56262
67.0,2015,4,23,9,12.0,,81.0,8.8,1.12,,,8.0,8.0,40.0,800.0,13.7,4060800.0,280.24304,287.4548
81.0,2015,4,23,10,13.8,,81.0,10.5,1.53,,,10.0,10.0,35.0,800.0,13.6,5884800.0,279.91904,285.1047
83.0,2015,4,23,11,15.4,,80.0,11.9,1.48,,,8.0,0.0,,800.0,13.6,5961600.0,280.20462,284.83676
60.0,2015,4,23,12,16.8,,52.0,6.8,2.49,,,8.0,0.0,,1200.0,13.6,9340800.0,280.44626,284.86478
51.0,2015,4,23,13,17.7,,30.0,-0.1,2.36,,,8.0,3.0,40.0,2000.0,13.7,9388800.0,280.71823,284.97803
38.0,2015,4,23,14,18.1,,40.0,4.2,1.84,,,10.0,3.0,12.0,2000.0,13.9,6777600.0,280.92514,284.53165
37.0,2015,4,23,15,18.6,,39.0,4.3,1.47,,,10.0,4.0,12.0,2000.0,14.2,6240000.0,281.1773,284.5749
39.0,2015,4,23,16,19.2,,28.0,0.2,1.81,,,6.0,0.0,,2000.0,14.5,7459200.0,281.41956,284.63214
48.0,2015,4,23,17,18.8,,31.0,1.2,1.49,,,2.0,0.0,,2000.0,14.7,5558400.0,281.4654,284.50302
47.0,2015,4,23,18,18.3,,32.0,1.2,0.84,,,0.0,0.0,,2000.0,14.9,2851200.0,281.19342,284.43176
35.0,2015,4,23,19,16.0,,45.0,4.0,0.23,,,,,,2000.0,15.1,537600.0,280.87805,284.38852
53.0,2015,4,24,7,10.6,,84.0,8.0,0.13,,,6.0,0.0,,1100.0,14.2,364800.0,282.38354,288.01083
53.0,2015,4,24,8,12.4,,79.0,8.8,0.51,,,6.0,0.0,,1200.0,14.0,1920000.0,282.38788,287.44995
60.0,2015,4,24,9,14.3,,72.0,9.3,0.96,,,8.0,0.0,,1500.0,13.9,3696000.0,282.3823,287.21
84.0,2015,4,24,10,16.3,,55.0,7.2,1.21,,,10.0,10.0,35.0,1500.0,13.8,4665600.0,282.27637,285.4975
83.0,2015,4,24,11,17.1,,52.0,7.1,1.51,,,10.0,10.0,35.0,1500.0,13.8,5683200.0,282.67722,285.05173
68.0,2015,4,24,12,17.6,,50.0,7.0,1.73,,,9.0,0.0,,1500.0,13.8,6988800.0,282.7689,284.89642
62.0,2015,4,24,13,17.8,,49.0,6.9,2.12,,,9.0,0.0,,1800.0,13.9,7689600.0,282.60596,284.60898
69.0,2015,4,24,14,18.4,,50.0,7.7,2.12,,,8.0,0.0,,2000.0,14.1,7392000.0,281.86066,283.79782
71.0,2015,4,24,15,18.6,,52.0,8.5,2.18,,,6.0,0.0,,2000.0,14.3,7948800.0,281.41458,283.61572
71.0,2015,4,24,16,18.4,,58.0,9.9,1.83,,,8.0,0.0,,2000.0,14.6,6921600.0,280.83594,283.57126
70.0,2015,4,24,17,17.6,,64.0,10.7,1.25,,,4.0,0.0,,2000.0,14.8,4588800.0,279.91034,283.15533
67.0,2015,4,24,18,16.5,,79.0,12.8,0.73,,,3.0,0.0,,2000.0,15.1,2544000.0,279.33295,283.16263
73.0,2015,4,24,19,14.9,,82.0,11.8,0.18,,,,,,1400.0,15.3,518400.0,278.9829,283.09625
68.0,2015,4,25,7,8.4,,100.0,8.3,0.22,,,0.0,0.0,,500.0,14.3,441600.0,279.0715,289.51932
68.0,2015,4,25,8,11.5,,94.0,10.5,0.86,,,0.0,0.0,,500.0,14.1,2611200.0,278.89246,288.6984
75.0,2015,4,25,9,13.5,,74.0,8.9,1.46,,,0.0,0.0,,700.0,14.0,5596800.0,279.39984,288.26294
74.0,2015,4,25,10,15.9,,49.0,5.1,2.03,,,0.0,0.0,,1500.0,13.8,7948800.0,280.73682,286.53827
57.0,2015,4,25,11,18.6,,56.0,9.6,2.52,,,0.0,0.0,,1500.0,13.8,9600000.0,279.8899,286.9396
30.0,2015,4,25,12,20.4,,47.0,8.6,2.84,,,0.0,0.0,,1800.0,13.9,10531200.0,279.37692,287.1223
29.0,2015,4,25,13,22.1,,33.0,5.0,2.96,,,0.0,0.0,,2000.0,14.1,10896000.0,280.33475,286.68506
19.0,2015,4,25,14,22.0,,25.0,1.0,2.86,,,0.0,0.0,,2000.0,14.4,10867200.0,280.14453,285.87936
21.0,2015,4,25,15,22.2,,36.0,6.4,2.56,,,0.0,0.0,,2000.0,14.8,10032000.0,279.9184,285.65036
16.0,2015,4,25,16,21.8,,30.0,3.4,2.11,,,0.0,0.0,,2000.0,15.2,8304000.0,279.85086,285.6455
30.0,2015,4,25,17,20.8,,24.0,-0.5,1.52,,,0.0,0.0,,2000.0,15.5,5856000.0,279.7189,285.22345
24.0,2015,4,25,18,19.6,,25.0,-0.9,0.87,,,0.0,0.0,,2000.0,15.9,2880000.0,279.57022,285.26123
40.0,2015,4,25,19,18.2,,38.0,3.6,0.24,,,,,,2000.0,16.1,576000.0,279.51633,285.36536
41.0,2015,4,26,7,10.2,,67.0,4.3,0.21,,,0.0,0.0,,2000.0,14.9,432000.0,281.34085,290.15875
36.0,2015,4,26,8,13.2,,57.0,4.8,0.8,,,0.0,0.0,,2000.0,14.7,2620800.0,281.73798,289.32748
