aerosol,year,month,day,hour,Temp(C),Prec(mm),Humidity(%),Dew_Point(C),Solar_Radiation(MJ/m2),Snowfall(cm),3hr_New_Snowfall(cm),Cloud_Cover(1/10),Middle_Low_Cloud_Cover(1/10),Lowest_Cloud_Height(100m),Visibility(10m),30cm_Ground_Temperature(C),power,d2m,t2m
44.0,2015,4,26,9,16.9,,47.0,5.5,1.45,,,0.0,0.0,,2000.0,14.5,5481600.0,282.5087,288.9645
46.0,2015,4,26,10,19.6,,31.0,1.9,2.05,,,0.0,0.0,,2000.0,14.3,7795200.0,282.05148,287.68866
38.0,2015,4,26,11,20.4,,23.0,-1.4,2.44,,,0.0,0.0,,2000.0,14.3,9292800.0,282.76828,287.3196
39.0,2015,4,26,12,21.0,,33.0,4.0,2.73,,,0.0,0.0,,2000.0,14.4,10137600.0,283.32587,287.15216
49.0,2015,4,26,13,22.2,,39.0,7.5,2.83,,,0.0,0.0,,2000.0,14.6,10579200.0,283.2664,286.84094
53.0,2015,4,26,14,22.7,,40.0,8.3,2.72,,,0.0,0.0,,2000.0,14.9,10281600.0,282.90024,286.45364
65.0,2015,4,26,15,22.0,,44.0,9.1,2.43,,,0.0,0.0,,2000.0,15.2,9292800.0,282.89343,286.66556
74.0,2015,4,26,16,21.7,,35.0,5.5,1.98,,,0.0,0.0,,2000.0,15.6,7632000.0,282.91696,286.6223
78.0,2015,4,26,17,21.5,,29.0,2.6,1.38,,,0.0,0.0,,2000.0,16.0,5328000.0,282.86926,286.207
78.0,2015,4,26,18,21.0,,34.0,4.5,0.76,,,0.0,0.0,,2000.0,16.3,2611200.0,283.0415,286.18933
71.0,2015,4,26,19,19.1,,36.0,3.6,0.22,,,,,,2000.0,16.6,576000.0,283.0167,286.14548
60.0,2015,4,27,7,12.2,,94.0,11.2,0.22,,,3.0,0.0,,1800.0,15.5,432000.0,280.4543,291.56918
65.0,2015,4,27,8,13.8,,76.0,9.6,0.64,,,5.0,0.0,,1400.0,15.3,2160000.0,280.30374,290.87128
74.0,2015,4,27,9,16.6,,50.0,6.1,1.34,,,5.0,0.0,,1500.0,15.1,5155200.0,281.0881,290.64838
76.0,2015,4,27,10,19.1,,45.0,6.8,1.76,,,5.0,0.0,,1600.0,15.0,6979200.0,281.73178,288.68195
69.0,2015,4,27,11,21.4,,38.0,6.4,2.34,,,3.0,0.0,,1800.0,15.0,8947200.0,282.487,288.55893
64.0,2015,4,27,12,23.3,,43.0,10.0,2.72,,,3.0,0.0,,800.0,15.0,10281600.0,284.23285,288.5894
52.0,2015,4,27,13,23.1,,34.0,6.3,2.88,,,2.0,0.0,,2000.0,15.2,10694400.0,285.9087,288.8068
47.0,2015,4,27,14,23.1,,36.0,7.2,2.83,,,1.0,0.0,,2000.0,15.5,10502400.0,286.55737,288.45416
33.0,2015,4,27,15,23.4,,36.0,7.4,2.52,,,2.0,0.0,,2000.0,16.0,9552000.0,286.47867,288.48462
29.0,2015,4,27,16,23.2,,25.0,2.0,2.02,,,3.0,0.0,,2000.0,16.4,7622400.0,286.343,288.50775
28.0,2015,4,27,17,22.9,,25.0,1.8,1.47,,,4.0,0.0,,2000.0,16.7,5625600.0,286.46814,288.5242
42.0,2015,4,27,18,22.3,,25.0,1.3,0.87,,,3.0,0.0,,1700.0,17.0,2793600.0,286.3882,288.55466
38.0,2015,4,27,19,20.8,,28.0,1.6,0.26,,,,,,2000.0,17.3,672000.0,286.40247,288.56317
61.0,2015,4,28,7,17.4,0.0,98.0,17.0,0.11,,,10.0,5.0,10.0,600.0,16.4,240000.0,287.6465,290.34326
62.0,2015,4,28,8,18.0,0.0,97.0,17.5,0.36,,,7.0,3.0,10.0,900.0,16.3,1430400.0,287.3355,289.83234
62.0,2015,4,28,9,19.8,,88.0,17.7,1.03,,,9.0,3.0,10.0,1300.0,16.2,3936000.0,287.20972,289.5327
48.0,2015,4,28,10,20.2,,88.0,18.1,0.83,,,10.0,4.0,10.0,1200.0,16.2,4972800.0,286.7116,288.60095
69.0,2015,4,28,11,20.1,,86.0,17.6,1.0,,,10.0,5.0,10.0,1600.0,16.2,4185600.0,286.88943,288.6649
56.0,2015,4,28,12,19.7,0.0,88.0,17.6,0.96,,,10.0,5.0,10.0,1800.0,16.3,4128000.0,286.95697,288.81165
46.0,2015,4,28,13,18.5,0.6,100.0,18.4,0.78,,,10.0,6.0,8.0,1500.0,16.4,3024000.0,286.94827,288.8141
24.0,2015,4,28,14,18.0,0.0,100.0,17.9,0.66,,,10.0,6.0,8.0,1300.0,16.5,2092800.0,287.07715,288.70264
24.0,2015,4,28,15,17.0,0.9,92.0,15.6,0.64,,,10.0,7.0,8.0,2000.0,16.6,3244800.0,287.1459,288.60095
23.0,2015,4,28,16,16.2,1.9,100.0,16.1,0.24,,,10.0,7.0,8.0,1100.0,16.6,806400.0,287.21158,288.5309
12.0,2015,4,28,17,16.2,0.4,96.0,15.5,0.17,,,10.0,6.0,10.0,2000.0,16.7,470400.0,287.32248,288.45053
17.0,2015,4,28,18,16.5,,93.0,15.3,0.07,,,10.0,6.0,10.0,2000.0,16.7,115200.0,287.35098,288.3665
19.0,2015,4,29,7,15.3,0.0,100.0,15.2,0.04,,,10.0,5.0,10.0,2000.0,15.7,19200.0,288.18115,289.40237
19.75,2015,4,29,8,15.8,,100.0,15.7,0.15,,,10.0,6.0,10.0,2000.0,15.7,336000.0,287.96246,289.21298
20.5,2015,4,29,9,16.2,,100.0,16.1,0.29,,,10.0,6.0,10.0,2000.0,15.6,816000.0,287.73264,289.13382
21.25,2015,4,29,10,16.9,,100.0,16.8,0.6,,,10.0,5.0,10.0,2000.0,15.6,1392000.0,286.99167,288.26294
22.0,2015,4,29,11,16.7,0.0,100.0,16.6,0.29,,,10.0,6.0,8.0,1200.0,15.6,672000.0,286.94952,288.03824
22.75,2015,4,29,12,17.0,0.7,100.0,16.9,0.47,,,10.0,5.0,10.0,1500.0,15.7,1680000.0,287.33673,288.44016
23.5,2015,4,29,13,18.6,,96.0,17.9,1.25,,,8.0,8.0,10.0,1800.0,15.7,6211200.0,287.4272,288.51263
24.25,2015,4,29,14,20.2,,88.0,18.1,2.42,,,8.0,8.0,10.0,2000.0,15.7,8937600.0,287.32062,288.28366
25.0,2015,4,29,15,19.3,,92.0,17.9,0.79,,,10.0,6.0,10.0,2000.0,15.8,2217600.0,287.36896,288.2593
25.75,2015,4,29,16,18.7,,93.0,17.5,0.76,,,10.0,5.0,10.0,2000.0,16.0,2284800.0,287.37576,288.27878
26.5,2015,4,29,17,18.2,,96.0,17.5,0.42,,,10.0,6.0,10.0,2000.0,16.2,854400.0,287.2246,288.20633
27.25,2015,4,29,18,17.9,,98.0,17.5,0.18,,,10.0,6.0,10.0,2000.0,16.4,441600.0,287.01273,288.23553
28.0,2015,4,29,19,17.5,,100.0,17.4,0.04,,,,,,1300.0,16.5,172800.0,286.82376,288.29156
22.0,2015,4,30,7,16.0,,94.0,15.0,0.13,,,10.0,5.0,10.0,1400.0,16.3,278400.0,287.27603,292.0722
12.0,2015,4,30,8,16.3,,97.0,15.8,0.28,,,10.0,5.0,10.0,1500.0,16.2,460800.0,287.1961,291.367
15.0,2015,4,30,9,16.1,0.6,100.0,16.0,0.08,,,10.0,6.0,8.0,1100.0,16.2,470400.0,287.48853,291.2799
11.0,2015,4,30,10,17.0,2.3,100.0,16.9,0.6,,,6.0,6.0,10.0,600.0,16.1,1680000.0,287.18372,289.05768
14.0,2015,4,30,11,19.9,,90.0,18.2,2.16,,,7.0,7.0,10.0,1500.0,16.1,8659200.0,287.16266,288.64722
15.0,2015,4,30,12,20.3,,81.0,16.9,2.54,,,7.0,7.0,10.0,1800.0,16.1,9504000.0,287.1391,288.79034
23.0,2015,4,30,13,21.9,,73.0,16.8,2.62,,,5.0,5.0,10.0,2000.0,16.2,7497600.0,287.21097,288.92065
19.0,2015,4,30,14,21.8,,80.0,18.1,1.48,,,5.0,3.0,10.0,2000.0,16.4,5596800.0,287.18185,288.3403
18.0,2015,4,30,15,22.5,,79.0,18.6,2.23,,,2.0,2.0,10.0,2000.0,16.7,5942400.0,287.10938,288.07538
27.0,2015,4,30,16,23.0,,76.0,18.5,1.78,,,2.0,2.0,10.0,2000.0,16.9,7670400.0,286.98547,287.80194
22.0,2015,4,30,17,21.6,,84.0,18.7,1.09,,,6.0,6.0,10.0,2000.0,17.3,4368000.0,286.81818,287.548
22.0,2015,4,30,18,20.5,,87.0,18.2,0.72,,,4.0,4.0,10.0,2000.0,17.6,1852800.0,286.73456,287.52362
25.0,2015,4,30,19,19.2,,92.0,17.8,0.24,,,,,,1500.0,17.8,796800.0,286.56107,287.3927
30.0,2015,5,1,7,13.8,,100.0,13.7,0.16,,,10.0,10.0,2.0,15.0,17.2,489600.0,287.48853,291.08807
31.0,2015,5,1,8,14.9,,100.0,14.8,0.62,,,0.0,0.0,,200.0,17.1,1766400.0,287.39746,290.3518
40.0,2015,5,1,9,17.1,,100.0,17.0,1.24,,,0.0,0.0,,300.0,16.9,2937600.0,287.31693,289.56253
36.0,2015,5,1,10,18.3,,97.0,17.8,1.83,,,0.0,0.0,,400.0,16.8,7008000.0,287.10007,288.58817
35.0,2015,5,1,11,20.2,,83.0,17.2,2.27,,,0.0,0.0,,800.0,16.8,8668800.0,286.97864,288.84393
35.0,2015,5,1,12,20.5,,84.0,17.6,2.56,,,0.0,0.0,,800.0,16.9,7660800.0,287.01086,289.21603
34.0,2015,5,1,13,20.2,,85.0,17.5,2.72,,,0.0,0.0,,1200.0,17.1,9484800.0,287.34293,288.75928
44.0,2015,5,1,14,21.1,,82.0,17.8,2.62,,,0.0,0.0,,1500.0,17.3,10032000.0,287.20477,288.17343
32.0,2015,5,1,15,21.8,,82.0,18.5,2.34,,,0.0,0.0,,1500.0,17.6,9139200.0,287.12918,287.8817
45.0,2015,5,1,16,22.2,,78.0,18.1,1.88,,,0.0,0.0,,1500.0,17.9,7171200.0,287.08893,287.78976
41.0,2015,5,1,17,21.9,,79.0,18.0,1.32,,,0.0,0.0,,1800.0,18.3,4972800.0,287.20663,287.73618
37.0,2015,5,1,18,20.9,,88.0,18.8,0.73,,,0.0,0.0,,1800.0,18.6,2496000.0,287.52075,287.94507
36.0,2015,5,1,19,19.2,,92.0,17.8,0.24,,,,,,1600.0,18.8,662400.0,287.2376,288.11435
38.0,2015,5,1,20,17.7,,98.0,17.3,0.01,,,,,,1500.0,19.0,9600.0,287.02634,288.12653
40.0,2015,5,2,7,15.3,,100.0,15.2,0.23,,,3.0,0.0,,300.0,17.9,585600.0,288.4587,292.35416
36.0,2015,5,2,8,17.6,,98.0,17.2,0.77,,,3.0,0.0,,1500.0,17.7,2755200.0,288.4234,291.80548
35.0,2015,5,2,9,19.7,,84.0,16.9,1.35,,,6.0,0.0,,2000.0,17.5,5529600.0,288.46802,291.61243
32.0,2015,5,2,10,21.6,,77.0,17.3,1.94,,,6.0,2.0,40.0,2000.0,17.4,7238400.0,288.06592,290.7921
20.0,2015,5,2,11,22.9,,71.0,17.3,2.46,,,8.0,4.0,40.0,2000.0,17.4,9705600.0,288.36826,290.78174
20.0,2015,5,2,12,22.9,,75.0,18.2,2.07,,,10.0,5.0,10.0,2000.0,17.5,6825600.0,288.6997,290.7367
19.0,2015,5,2,13,22.8,,77.0,18.5,1.58,,,10.0,5.0,10.0,2000.0,17.7,4713600.0,288.8831,290.63742
20.0,2015,5,2,14,22.2,,79.0,18.3,1.11,,,10.0,5.0,10.0,2000.0,18.0,2928000.0,289.10922,290.1776
18.0,2015,5,2,15,22.3,,79.0,18.4,0.9,,,10.0,5.0,10.0,2000.0,18.2,3187200.0,289.14392,290.10822
23.0,2015,5,2,16,22.0,,79.0,18.1,0.83,,,10.0,5.0,10.0,2000.0,18.4,3072000.0,289.15323,290.1965
28.0,2015,5,2,17,21.1,,83.0,18.0,0.73,,,10.0,5.0,10.0,2000.0,18.5,2947200.0,289.20154,290.18433
23.0,2015,5,2,18,20.4,,86.0,17.9,0.36,,,10.0,5.0,10.0,2000.0,18.6,1238400.0,289.12845,290.29395
25.0,2015,5,2,19,19.9,,89.0,18.0,0.16,,,,,,2000.0,18.7,585600.0,289.09622,290.3049
8.666666666666666,2015,5,3,7,17.3,0.7,100.0,17.2,0.07,,,10.0,7.0,8.0,1800.0,18.0,105600.0,289.14392,291.4827
9.0,2015,5,3,8,17.6,0.3,100.0,17.5,0.1,,,10.0,7.0,8.0,1200.0,18.0,76800.0,289.05844,291.03143
6.0,2015,5,3,9,17.7,0.1,100.0,17.6,0.1,,,10.0,7.0,8.0,800.0,17.9,297600.0,288.88745,290.60452
7.0,2015,5,3,10,18.1,0.6,100.0,18.0,0.3,,,10.0,6.0,8.0,1200.0,17.8,1056000.0,288.29764,289.55585
5.0,2015,5,3,11,18.7,0.0,100.0,18.6,0.47,,,10.0,6.0,10.0,2000.0,17.8,2928000.0,287.90176,289.02115
9.0,2015,5,3,12,19.3,,100.0,19.2,0.56,,,10.0,6.0,10.0,2000.0,17.8,2438400.0,287.54367,288.64297
6.0,2015,5,3,13,19.6,,100.0,19.5,0.55,,,10.0,6.0,10.0,2000.0,17.8,2486400.0,287.09634,288.29767
10.0,2015,5,3,14,19.0,,100.0,18.9,0.4,,,10.0,6.0,10.0,2000.0,17.8,825600.0,286.16458,287.57843
14.0,2015,5,3,15,18.9,,100.0,18.8,0.33,,,10.0,6.0,10.0,800.0,17.9,777600.0,285.78604,287.44507
14.0,2015,5,3,16,18.4,0.0,100.0,18.3,0.24,,,10.0,7.0,8.0,300.0,18.0,1248000.0,285.734,287.43655
12.0,2015,5,3,17,18.1,0.0,100.0,18.0,0.19,,,10.0,7.0,8.0,300.0,18.0,883200.0,285.43103,286.8933
17.0,2015,5,3,18,16.9,0.0,100.0,16.8,0.09,,,10.0,7.0,10.0,300.0,18.1,432000.0,285.26996,286.35922
26.0,2015,5,3,19,16.3,,100.0,16.2,0.02,,,,,,180.0,18.1,134400.0,285.16153,286.1875
14.0,2015,5,4,7,12.2,,100.0,12.1,0.06,,,10.0,6.0,10.0,600.0,17.3,105600.0,279.6006,288.88046
14.0,2015,5,4,8,12.6,,100.0,12.5,0.32,,,7.0,7.0,10.0,600.0,17.2,1344000.0,278.5257,288.09183
21.0,2015,5,4,9,14.4,,94.0,13.4,1.07,,,6.0,6.0,10.0,800.0,17.1,4800000.0,278.65393,287.69598
42.0,2015,5,4,10,16.2,,81.0,12.9,1.98,,,0.0,0.0,,1100.0,17.0,7747200.0,277.33865,286.05414
52.0,2015,5,4,11,18.0,,71.0,12.6,2.53,,,0.0,0.0,,1500.0,17.0,9830400.0,277.24326,285.72528
68.0,2015,5,4,12,18.3,,63.0,11.1,2.88,,,0.0,0.0,,2000.0,17.0,11097600.0,277.4223,285.66074
70.0,2015,5,4,13,18.6,,61.0,10.9,2.97,,,0.0,0.0,,2000.0,17.2,11510400.0,277.6007,285.75635
85.0,2015,5,4,14,17.8,,70.0,12.2,2.86,,,1.0,0.0,,1800.0,17.4,11251200.0,278.38382,285.232
73.0,2015,5,4,15,17.4,,59.0,9.2,2.42,,,5.0,0.0,,1800.0,17.7,9964800.0,278.72952,285.1583
66.0,2015,5,4,16,16.5,,59.0,8.4,1.59,,,7.0,0.0,,1800.0,18.0,6441600.0,278.96988,285.00848
75.0,2015,5,4,17,16.5,,49.0,5.7,1.25,,,7.0,0.0,,1800.0,18.2,4195200.0,279.3379,284.23203
61.0,2015,5,4,18,15.1,,50.0,4.7,0.81,,,6.0,0.0,,2000.0,18.4,2841600.0,279.45065,283.98416
50.0,2015,5,4,19,13.1,,57.0,4.7,0.35,,,,,,2000.0,18.5,950400.0,279.49155,283.69916
36.0,2015,5,4,20,12.0,,64.0,5.3,0.01,,,,,,2000.0,18.6,19200.0,279.2964,282.99152
24.0,2015,5,5,7,7.7,,76.0,3.7,0.27,,,0.0,0.0,,2000.0,16.7,672000.0,279.11734,288.55038
25.0,2015,5,5,8,10.4,,68.0,4.7,0.94,,,0.0,0.0,,2000.0,16.5,3014400.0,278.8373,287.91705
38.0,2015,5,5,9,12.7,,69.0,7.1,1.61,,,0.0,0.0,,2500.0,16.3,5971200.0,278.92157,287.70084
39.0,2015,5,5,10,14.9,,51.0,4.8,2.22,,,0.0,0.0,,2500.0,16.1,8467200.0,278.0691,286.19662
37.0,2015,5,5,11,15.0,,66.0,8.6,2.67,,,0.0,0.0,,2500.0,16.1,10166400.0,278.7828,285.65158
32.0,2015,5,5,12,15.6,,64.0,8.8,2.94,,,0.0,0.0,,2500.0,16.2,11222400.0,279.31622,285.63696
27.0,2015,5,5,13,16.1,,57.0,7.5,3.05,,,0.0,0.0,,2000.0,16.3,11664000.0,279.38376,286.11746
33.0,2015,5,5,14,16.4,,49.0,5.6,2.96,,,0.0,0.0,,2000.0,16.6,11356800.0,279.85336,285.28436
28.0,2015,5,5,15,17.2,,38.0,2.7,2.67,,,0.0,0.0,,2000.0,16.9,10329600.0,280.22754,285.0225
30.0,2015,5,5,16,17.2,,24.0,-3.5,2.24,,,4.0,0.0,,2000.0,17.2,8678400.0,280.5807,285.01822
30.0,2015,5,5,17,17.5,,31.0,0.1,1.64,,,2.0,0.0,,2000.0,17.5,6268800.0,281.0503,284.73566
26.0,2015,5,5,18,16.5,,39.0,2.4,0.9,,,4.0,0.0,,2000.0,17.7,3033600.0,281.37308,284.65405
29.0,2015,5,5,19,14.5,,52.0,4.7,0.29,,,,,,2000.0,17.9,796800.0,281.64877,284.49753
32.0,2015,5,5,20,13.1,,64.0,6.4,0.01,,,,,,2000.0,18.1,19200.0,281.85693,284.26126
26.0,2015,5,6,7,8.9,,76.0,4.8,0.18,,,6.0,0.0,,2000.0,16.6,470400.0,280.84027,289.2221
26.0,2015,5,6,8,10.7,,73.0,6.0,0.54,,,8.0,0.0,,2000.0,16.4,1977600.0,281.6314,288.64478
34.0,2015,5,6,9,12.5,,65.0,6.0,0.83,,,9.0,0.0,,2000.0,16.2,3254400.0,281.6432,288.74405
43.0,2015,5,6,10,14.4,,63.0,7.4,1.74,,,7.0,0.0,,2000.0,16.1,6268800.0,282.06262,287.53763
43.0,2015,5,6,11,16.9,,44.0,4.5,2.21,,,9.0,6.0,36.0,1900.0,16.0,7747200.0,282.25778,286.844
42.0,2015,5,6,12,17.6,,57.0,8.9,1.81,,,9.0,5.0,30.0,2000.0,16.0,6748800.0,282.44116,286.47556
35.0,2015,5,6,13,18.6,,42.0,5.4,1.45,,,9.0,4.0,36.0,2000.0,16.2,4857600.0,282.6809,286.24536
20.0,2015,5,6,14,18.4,,39.0,4.1,1.38,,,10.0,3.0,10.0,2000.0,16.4,6038400.0,282.74783,285.626
21.0,2015,5,6,15,18.6,,47.0,7.0,1.32,,,10.0,3.0,10.0,2000.0,16.5,5193600.0,282.6964,285.58948
31.0,2015,5,6,16,17.4,,60.0,9.5,0.83,,,10.0,3.0,10.0,2000.0,16.7,3244800.0,282.7156,285.52127
28.0,2015,5,6,17,17.1,,69.0,11.3,0.7,,,10.0,5.0,10.0,2000.0,16.9,2419200.0,282.49878,284.92444
34.0,2015,5,6,18,16.7,,65.0,10.0,0.27,,,10.0,6.0,10.0,2000.0,17.1,691200.0,282.24228,285.0767
33.0,2015,5,6,19,15.8,,68.0,9.8,0.1,,,,,,2000.0,17.2,211200.0,281.8941,284.8934
46.0,2015,5,6,20,15.0,,75.0,10.5,0.0,,,,,,2000.0,17.2,9600.0,281.4914,284.5341
39.0,2015,5,7,7,10.7,,84.0,8.0,0.26,,,0.0,0.0,,2000.0,16.2,624000.0,281.91394,290.48334
44.0,2015,5,7,8,12.6,,72.0,7.6,0.87,,,0.0,0.0,,2000.0,16.1,2812800.0,282.0081,289.78055
48.0,2015,5,7,9,14.9,,61.0,7.4,1.53,,,0.0,0.0,,2000.0,15.9,5568000.0,282.57684,289.48032
47.0,2015,5,7,10,17.3,,55.0,8.1,2.1,,,0.0,0.0,,2000.0,15.8,7862400.0,281.91766,287.7185
43.0,2015,5,7,11,19.5,,45.0,7.2,2.5,,,0.0,0.0,,2000.0,15.8,9379200.0,282.50684,287.22037
48.0,2015,5,7,12,19.8,,58.0,11.2,2.85,,,0.0,0.0,,2000.0,15.9,10588800.0,282.67285,287.14362
33.0,2015,5,7,13,20.6,,47.0,8.8,2.91,,,0.0,0.0,,2000.0,16.1,11116800.0,282.81537,287.46335
21.0,2015,5,7,14,21.1,,39.0,6.5,2.85,,,3.0,0.0,,2000.0,16.4,10684800.0,282.83643,286.64728
35.0,2015,5,7,15,19.7,,41.0,6.0,2.58,,,0.0,0.0,,2000.0,16.7,9801600.0,282.96094,286.42865
24.0,2015,5,7,16,19.7,,41.0,6.0,2.15,,,0.0,0.0,,2000.0,17.1,8304000.0,283.22736,286.33124
35.0,2015,5,7,17,19.8,,43.0,6.8,1.52,,,2.0,0.0,,2000.0,17.5,5788800.0,283.43552,286.00906
27.0,2015,5,7,18,18.5,,30.0,0.5,0.89,,,0.0,0.0,,2000.0,17.9,2784000.0,283.44232,285.9561
34.0,2015,5,7,19,16.4,,44.0,4.0,0.26,,,,,,2000.0,18.1,700800.0,283.324,285.51517
41.0,2015,5,7,20,14.9,,67.0,8.8,0.02,,,,,,2000.0,18.3,19200.0,283.06256,285.15585
42.0,2015,5,8,6,10.6,,83.0,7.8,0.01,,,0.0,0.0,,2000.0,16.9,9600.0,282.8197,291.2117
38.0,2015,5,8,7,11.4,,79.0,7.8,0.26,,,0.0,0.0,,2000.0,16.8,662400.0,283.07742,291.09113
38.0,2015,5,8,8,14.3,,53.0,4.8,0.83,,,0.0,0.0,,2000.0,16.6,2668800.0,283.43552,290.4322
46.0,2015,5,8,9,16.9,,56.0,8.0,1.44,,,0.0,0.0,,2000.0,16.4,5260800.0,284.12195,290.1277
48.0,2015,5,8,10,19.6,,29.0,1.0,2.0,,,0.0,0.0,,2000.0,16.3,7449600.0,284.61017,289.10214
37.0,2015,5,8,11,20.5,,40.0,6.4,2.44,,,4.0,0.0,,2000.0,16.2,8764800.0,284.42493,289.06985
45.0,2015,5,8,12,21.2,,45.0,8.7,2.45,,,5.0,0.0,,2000.0,16.3,7766400.0,284.66592,288.6576
41.0,2015,5,8,13,21.5,,45.0,9.0,2.11,,,5.0,0.0,,2000.0,16.5,7804800.0,284.96576,288.56076
48.0,2015,5,8,14,21.9,,40.0,7.6,2.35,,,7.0,0.0,,2000.0,16.8,8716800.0,284.24588,289.06622
51.0,2015,5,8,15,21.8,,42.0,8.3,1.8,,,8.0,0.0,,2000.0,17.1,7171200.0,284.67148,288.7605
52.0,2015,5,8,16,21.0,,52.0,10.7,1.13,,,9.0,0.0,,2000.0,17.4,4358400.0,285.138,288.50534
53.0,2015,5,8,17,20.3,,60.0,12.2,0.54,,,10.0,10.0,30.0,2000.0,17.8,2246400.0,285.31396,287.84152
50.0,2015,5,8,18,19.5,,78.0,15.5,0.34,,,10.0,10.0,30.0,2000.0,18.0,1305600.0,285.23218,287.833
45.0,2015,5,8,19,18.0,,92.0,16.6,0.09,,,,,,2000.0,18.2,355200.0,284.67645,287.95114
41.0,2015,5,9,7,14.6,,74.0,10.0,0.1,,,9.0,9.0,36.0,1100.0,17.5,182400.0,283.72235,291.8286
42.0,2015,5,9,8,16.6,,73.0,11.7,0.67,,,2.0,2.0,12.0,1500.0,17.3,1824000.0,283.98257,290.54547
34.0,2015,5,9,9,18.8,,71.0,13.4,1.44,,,0.0,0.0,,1500.0,17.2,5260800.0,284.17587,289.85913
42.0,2015,5,9,10,19.6,,70.0,13.9,1.98,,,0.0,0.0,,1500.0,17.2,7612800.0,284.10275,288.33054
33.0,2015,5,9,11,21.1,,67.0,14.7,2.44,,,0.0,0.0,,1500.0,17.2,9196800.0,284.3518,287.88843
39.0,2015,5,9,12,22.0,,60.0,13.8,2.72,,,2.0,2.0,10.0,1500.0,17.3,9984000.0,284.57855,287.6777
37.0,2015,5,9,13,22.8,,56.0,13.5,2.93,,,2.0,2.0,10.0,1500.0,17.5,10156800.0,284.78857,287.51633
39.0,2015,5,9,14,23.5,,57.0,14.4,2.75,,,2.0,2.0,10.0,1800.0,17.8,9206400.0,284.8276,286.94327
30.0,2015,5,9,15,22.8,,58.0,14.0,2.46,,,0.0,0.0,,2000.0,18.2,9475200.0,284.94284,286.65277
33.0,2015,5,9,16,21.6,,59.0,13.2,2.03,,,0.0,0.0,,2000.0,18.6,7910400.0,284.98807,286.59006
42.0,2015,5,9,17,20.5,,62.0,12.9,1.45,,,0.0,0.0,,2000.0,18.9,5500800.0,284.76318,286.14914
44.0,2015,5,9,18,19.0,,68.0,12.9,0.86,,,0.0,0.0,,2000.0,19.2,2832000.0,284.6467,286.02246
40.0,2015,5,9,19,17.3,,80.0,13.8,0.29,,,,,,2000.0,19.5,758400.0,284.46518,285.86475
37.0,2015,5,9,20,15.4,,95.0,14.5,0.02,,,,,,1000.0,19.6,28800.0,284.22357,285.56815
34.0,2015,5,10,7,13.1,,100.0,13.0,0.12,,,0.0,0.0,,150.0,18.2,451200.0,286.83923,292.37976
28.0,2015,5,10,8,13.7,,100.0,13.6,0.58,,,0.0,0.0,,300.0,18.0,1929600.0,286.6918,291.4888
35.0,2015,5,10,9,16.6,,88.0,14.5,1.35,,,0.0,0.0,,800.0,17.9,4886400.0,286.6212,291.08136
40.0,2015,5,10,10,19.1,,79.0,15.3,1.94,,,0.0,0.0,,1200.0,17.8,7315200.0,285.7941,289.63135
48.0,2015,5,10,11,20.4,,76.0,16.0,2.41,,,0.0,0.0,,1500.0,17.8,9004800.0,285.9087,289.3165
41.0,2015,5,10,12,22.3,,69.0,16.3,2.68,,,0.0,0.0,,1500.0,17.9,9993600.0,286.02145,289.16974
50.0,2015,5,10,13,21.7,,74.0,16.8,2.79,,,0.0,0.0,,1500.0,18.1,10195200.0,286.1621,289.04794
52.0,2015,5,10,14,21.7,,72.0,16.4,2.73,,,0.0,0.0,,1500.0,18.4,9897600.0,286.2191,288.4493
56.0,2015,5,10,15,22.3,,73.0,17.2,2.41,,,0.0,0.0,,1800.0,18.8,8899200.0,286.071,288.31775
57.0,2015,5,10,16,21.4,,78.0,17.3,1.99,,,0.0,0.0,,1800.0,19.1,7382400.0,285.81516,288.29523
60.0,2015,5,10,17,21.2,,79.0,17.4,1.41,,,0.0,0.0,,1800.0,19.5,5068800.0,285.50787,288.14786
65.0,2015,5,10,18,20.2,,87.0,17.9,0.81,,,4.0,0.0,,1800.0,19.7,2496000.0,285.2712,288.14114
63.0,2015,5,10,19,18.9,,92.0,17.5,0.3,,,,,,1000.0,20.0,672000.0,285.0556,288.17038
53.0,2015,5,10,20,17.7,,100.0,17.6,0.01,,,,,,600.0,20.1,19200.0,284.9317,288.22458
45.0,2015,5,11,7,15.5,,86.0,13.1,0.12,,,10.0,2.0,10.0,1500.0,18.7,278400.0,288.271,290.8177
47.0,2015,5,11,8,16.4,,80.0,12.9,0.34,,,10.0,2.0,10.0,1300.0,18.5,1084800.0,288.71707,290.677
49.0,2015,5,11,9,17.8,,73.0,12.8,0.85,,,8.0,0.0,,1500.0,18.4,3216000.0,288.79202,290.74948
48.0,2015,5,11,10,18.4,,71.0,13.0,0.97,,,10.0,2.0,10.0,1800.0,18.3,3283200.0,289.5547,291.16602
49.0,2015,5,11,11,18.3,0.0,73.0,13.3,0.46,,,10.0,5.0,8.0,1800.0,18.2,1968000.0,289.6885,291.17212
41.0,2015,5,11,12,17.0,0.2,91.0,15.5,0.38,,,10.0,6.0,8.0,1100.0,18.2,1478400.0,289.5497,290.67517
38.0,2015,5,11,13,18.1,0.5,90.0,16.4,1.09,,,10.0,5.0,8.0,1500.0,18.2,3849600.0,288.9816,289.79153
